"","Assay_Type_s","AssemblyName_s","BioSample_s","Experiment_s","InsertSize_l","LibraryLayout_s","MBases_l","Run_s","SRA_Sample_s","Sample_Name_s","body_site_s","gap_sample_id_s","gap_subject_id_s"
"2399","RNA-Seq","GRCh37","SAMN02466143","SRX409523",150,"PAIRED",6178,"SRR1078188","SRS524611","GTEX-R55G-1626-SM-48FF4","Uterus",1109064,590980
"2400","RNA-Seq","GRCh37","SAMN02464744","SRX409536",400,"PAIRED",5135,"SRR1078212","SRS524612","GTEX-RWS6-1326-SM-47JXB","Uterus",1109141,678162
"2401","RNA-Seq","GRCh37","SAMN02465257","SRX409551",150,"PAIRED",5412,"SRR1078234","SRS524613","GTEX-QDT8-0126-SM-48TZ1","Skin - Sun Exposed (Lower leg)",1108929,678143
"2402","RNA-Seq","GRCh37","SAMN02465487","SRX409563",150,"PAIRED",4771,"SRR1078258","SRS524614","GTEX-U3ZN-1926-SM-4DXSG","Breast - Mammary Tissue",1109455,706565
"2403","RNA-Seq","GRCh37","SAMN02465744","SRX409571",150,"PAIRED",6704,"SRR1078278","SRS524615","GTEX-S7SF-1926-SM-4AT5B","Colon - Transverse",1109247,678173
"2404","RNA-Seq","GRCh37","SAMN02465771","SRX409579",150,"PAIRED",5561,"SRR1078299","SRS524616","GTEX-Q2AI-1226-SM-48U14","Testis",1108904,590964
"2405","RNA-Seq","GRCh37","SAMN02464977","SRX409596",150,"PAIRED",5868,"SRR1078323","SRS524617","GTEX-VUSG-2826-SM-4KKZM","Artery - Tibial",1109584,706580
"2406","RNA-Seq","GRCh37","SAMN02465976","SRX409604",150,"PAIRED",4970,"SRR1078347","SRS524618","GTEX-XMD1-0011-R3B-SM-4AT5R","Brain - Anterior cingulate cortex (BA24)",1109899,847759
"2407","RNA-Seq","GRCh37","SAMN02465378","SRX409619",150,"PAIRED",10769,"SRR1078368","SRS524619","GTEX-W5WG-1526-SM-4LMIG","Esophagus - Muscularis",1109591,706581
"2408","RNA-Seq","GRCh37","SAMN02465349","SRX409629",150,"PAIRED",7449,"SRR1078392","SRS524620","GTEX-X5EB-1726-SM-4E3J7","Minor Salivary Gland",1109745,721014
"2409","RNA-Seq","GRCh37","SAMN02465807","SRX409641",400,"PAIRED",5633,"SRR1078417","SRS524621","GTEX-XUYS-0008-SM-47JYZ","Cells - Transformed fibroblasts",1110080,847770
"2410","RNA-Seq","GRCh37","SAMN02465549","SRX409650",150,"PAIRED",6216,"SRR1078439","SRS524622","GTEX-WCDI-0426-SM-4GIAL","Artery - Tibial",1109603,720985
"2411","RNA-Seq","GRCh37","SAMN02464798","SRX409673",150,"PAIRED",7257,"SRR1078465","SRS524623","GTEX-WFG7-0626-SM-4LMK6","Artery - Coronary",1109617,706584
"2412","RNA-Seq","GRCh37","SAMN02465698","SRX409681",150,"PAIRED",5915,"SRR1078489","SRS524624","GTEX-NPJ8-0226-SM-48TBN","Adipose - Subcutaneous",1108766,590926
"2413","RNA-Seq","GRCh37","SAMN02466060","SRX409698",400,"PAIRED",4594,"SRR1078514","SRS524625","GTEX-QMRM-0926-SM-447BR","Esophagus - Muscularis",1108985,590974
"2414","RNA-Seq","GRCh37","SAMN02465535","SRX409704",150,"PAIRED",5096,"SRR1078538","SRS524626","GTEX-T5JW-1326-SM-4DM5G","Esophagus - Mucosa",1109346,706552
"2415","RNA-Seq","GRCh37","SAMN02465034","SRX409718",150,"PAIRED",6198,"SRR1078562","SRS524627","GTEX-PX3G-0726-SM-48TZT","Esophagus - Muscularis",1108868,590961
"2416","RNA-Seq","GRCh37","SAMN02466014","SRX409723",150,"PAIRED",5167,"SRR1078586","SRS524628","GTEX-WFON-0526-SM-4LVLY","Artery - Aorta",1109646,706587
"2417","RNA-Seq","GRCh37","SAMN02464959","SRX409747",150,"PAIRED",7477,"SRR1078612","SRS524629","GTEX-V1D1-2126-SM-4JBH4","Testis",1109543,706576
"2418","RNA-Seq","GRCh37","SAMN02465677","SRX409752",150,"PAIRED",5638,"SRR1078636","SRS524630","GTEX-RU72-2226-SM-46MUE","Ovary",1109118,678158
"2419","RNA-Seq","GRCh37","SAMN02465859","SRX409760",150,"PAIRED",5514,"SRR1078660","SRS524631","GTEX-WFG7-1226-SM-4LMK2","Esophagus - Gastroesophageal Junction",1109621,706584
"2420","RNA-Seq","GRCh37","SAMN02465336","SRX409775",150,"PAIRED",5875,"SRR1078684","SRS524632","GTEX-T8EM-1826-SM-4DM7F","Prostate",1109372,706555
"2421","RNA-Seq","GRCh37","SAMN02465347","SRX409794",150,"PAIRED",4915,"SRR1078709","SRS524633","GTEX-WFG8-1126-SM-4LVN1","Esophagus - Gastroesophageal Junction",1109631,706585
"2422","RNA-Seq","GRCh37","SAMN02465743","SRX409804",150,"PAIRED",4636,"SRR1078735","SRS524634","GTEX-QCQG-1426-SM-48U22","Ovary",1108925,590966
"2423","RNA-Seq","GRCh37","SAMN02465764","SRX409817",150,"PAIRED",4860,"SRR1078759","SRS524635","GTEX-QDVJ-1426-SM-48U1Y","Stomach",1108942,590967
"2424","RNA-Seq","GRCh37","SAMN02465922","SRX409829",150,"PAIRED",5571,"SRR1078783","SRS524636","GTEX-WFG8-1026-SM-4LVMZ","Esophagus - Muscularis",1109630,706585
"2425","RNA-Seq","GRCh37","SAMN02465460","SRX409839",150,"PAIRED",6009,"SRR1078809","SRS524637","GTEX-U8XE-1726-SM-4E3IF","Esophagus - Mucosa",1109484,706569
"2426","RNA-Seq","GRCh37","SAMN02465099","SRX409857",150,"PAIRED",4299,"SRR1078834","SRS524638","GTEX-XBED-2426-SM-4AT4O","Artery - Tibial",1109833,721018
"2427","RNA-Seq","GRCh37","SAMN02465973","SRX409865",150,"PAIRED",4350,"SRR1078855","SRS524639","GTEX-SJXC-2026-SM-4DM6N","Prostate",1109281,678178
"2428","RNA-Seq","GRCh37","SAMN02465354","SRX409871",150,"PAIRED",5632,"SRR1078879","SRS524640","GTEX-X585-0011-R2B-SM-46MVF","Brain - Substantia nigra",1109719,721013
"2429","RNA-Seq","GRCh37","SAMN02464844","SRX409888",150,"PAIRED",4917,"SRR1078903","SRS524641","GTEX-XGQ4-2426-SM-4AT55","Artery - Tibial",1109864,847756
"2430","RNA-Seq","GRCh37","SAMN02466016","SRX409899",150,"PAIRED",6741,"SRR1078924","SRS524642","K-562-SM-4KKZ9","Cells - Leukemia cell line (CML)",1110196,590982
"2431","RNA-Seq","GRCh37","SAMN02465562","SRX409916",150,"PAIRED",5218,"SRR1078948","SRS524643","GTEX-QDVJ-1326-SM-48U1X","Colon - Transverse",1108941,590967
"2432","RNA-Seq","GRCh37","SAMN02465157","SRX409918",150,"PAIRED",5144,"SRR1078972","SRS524644","GTEX-XUW1-0008-SM-4BOQH","Cells - Transformed fibroblasts",1110060,847769
"2433","RNA-Seq","GRCh37","SAMN02465627","SRX409939",150,"PAIRED",8277,"SRR1078998","SRS524645","GTEX-NL3G-0008-SM-4E3JX","Cells - Transformed fibroblasts",1108761,847749
"2434","RNA-Seq","GRCh37","SAMN02465430","SRX409967",302,"PAIRED",5912,"SRR1079023","SRS524647","GTEX-UJHI-0226-SM-4IHJL","Artery - Aorta",1109489,706570
"2435","RNA-Seq","GRCh37","SAMN02465530","SRX409945",150,"PAIRED",5590,"SRR1079046","SRS524646","GTEX-XV7Q-0126-SM-4BRVK","Spleen",1110108,847772
"2436","RNA-Seq","GRCh37","SAMN02466139","SRX409975",400,"PAIRED",4725,"SRR1079070","SRS524648","GTEX-QMR6-0008-SM-447AV","Cells - Transformed fibroblasts",1108982,678145
"2437","RNA-Seq","GRCh37","SAMN02465645","SRX409989",150,"PAIRED",5128,"SRR1079094","SRS524649","GTEX-R55C-0726-SM-48FCN","Esophagus - Muscularis",1109029,678150
"2438","RNA-Seq","GRCh37","SAMN02466055","SRX409998",150,"PAIRED",7209,"SRR1079118","SRS524650","GTEX-XPVG-2626-SM-4B669","Skin - Sun Exposed (Lower leg)",1109990,847765
"2439","RNA-Seq","GRCh37","SAMN02465239","SRX410016",150,"PAIRED",5212,"SRR1079143","SRS524651","GTEX-T2IS-1926-SM-4DM74","Vagina",1109321,706549
"2440","RNA-Seq","GRCh37","SAMN02465632","SRX410020",150,"PAIRED",5020,"SRR1079168","SRS524652","GTEX-XLM4-0011-R9A-SM-4AT45","Brain - Spinal cord (cervical c-1)",1109883,847758
"2441","RNA-Seq","GRCh37","SAMN02466155","SRX410031",150,"PAIRED",5919,"SRR1079189","SRS524653","GTEX-SE5C-0426-SM-4BRUI","Artery - Coronary",1109260,678175
"2442","RNA-Seq","GRCh37","SAMN02464837","SRX410051",150,"PAIRED",6306,"SRR1079213","SRS524654","GTEX-XV7Q-1526-SM-4BRWB","Uterus",1110122,847772
"2443","RNA-Seq","GRCh37","SAMN02465584","SRX410057",400,"PAIRED",6055,"SRR1079237","SRS524655","GTEX-TMZS-0008-SM-47JWM","Cells - Transformed fibroblasts",1109410,706561
"2444","RNA-Seq","GRCh37","SAMN02464970","SRX410067",400,"PAIRED",6091,"SRR1079259","SRS524656","GTEX-X638-0005-SM-47JX6","Whole Blood",1109762,847752
"2445","RNA-Seq","GRCh37","SAMN02465337","SRX410086",150,"PAIRED",5983,"SRR1079281","SRS524657","GTEX-XOTO-0011-R6B-SM-4B65X","Brain - Nucleus accumbens (basal ganglia)",1109946,847763
"2446","RNA-Seq","GRCh37","SAMN02465137","SRX410092",150,"PAIRED",5373,"SRR1079306","SRS524658","GTEX-X8HC-1326-SM-46MWB","Esophagus - Gastroesophageal Junction",1109783,721016
"2447","RNA-Seq","GRCh37","SAMN02466061","SRX410103",150,"PAIRED",7102,"SRR1079330","SRS524659","GTEX-QDVN-0126-SM-4GIC9","Artery - Coronary",1108945,590968
"2448","RNA-Seq","GRCh37","SAMN02466115","SRX410124",150,"PAIRED",4798,"SRR1079356","SRS524660","GTEX-XV7Q-1626-SM-4BRWC","Vagina",1110123,847772
"2449","RNA-Seq","GRCh37","SAMN02465827","SRX410135",400,"PAIRED",4656,"SRR1079380","SRS524661","GTEX-QLQ7-1026-SM-447BB","Esophagus - Muscularis",1108974,590972
"2450","RNA-Seq","GRCh37","SAMN02464927","SRX410138",150,"PAIRED",10353,"SRR1079404","SRS524662","GTEX-R55G-0426-SM-48FDH","Artery - Coronary",1109057,590980
"2451","RNA-Seq","GRCh37","SAMN02465112","SRX410140",150,"PAIRED",6782,"SRR1079408","SRS524663","GTEX-RU72-2626-SM-4GIE1","Uterus",1109119,678158
"2452","RNA-Seq","GRCh37","SAMN02465376","SRX410156",150,"PAIRED",4812,"SRR1079434","SRS524664","GTEX-XK95-0226-SM-4AT58","Skin - Not Sun Exposed (Suprapubic)",1109869,847757
"2453","RNA-Seq","GRCh37","SAMN02464983","SRX410173",150,"PAIRED",9308,"SRR1079455","SRS524665","GTEX-XPT6-1626-SM-4B655","Testis",1109968,847764
"2454","RNA-Seq","GRCh37","SAMN02465899","SRX410181",400,"PAIRED",6604,"SRR1079480","SRS524666","GTEX-RUSQ-0926-SM-47JWU","Esophagus - Muscularis",1109126,678159
"2455","RNA-Seq","GRCh37","SAMN02464857","SRX410193",150,"PAIRED",5533,"SRR1079502","SRS524667","GTEX-U3ZH-0426-SM-4DXSE","Artery - Coronary",1109425,706563
"2456","RNA-Seq","GRCh37","SAMN02465341","SRX410208",150,"PAIRED",4642,"SRR1079522","SRS524668","GTEX-XK95-0426-SM-4AT4R","Adipose - Subcutaneous",1109870,847757
"2457","RNA-Seq","GRCh37","SAMN02465229","SRX410218",400,"PAIRED",4121,"SRR1079543","SRS524669","GTEX-QV31-0426-SM-447C4","Esophagus - Mucosa",1108992,590975
"2458","RNA-Seq","GRCh37","SAMN02465730","SRX410232",150,"PAIRED",5546,"SRR1079567","SRS524670","GTEX-QCQG-1626-SM-48U26","Colon - Transverse",1108927,590966
"2459","RNA-Seq","GRCh37","SAMN02465373","SRX410241",150,"PAIRED",5131,"SRR1079591","SRS524671","GTEX-XLM4-0011-R2B-SM-4AT5Z","Brain - Substantia nigra",1109877,847758
"2460","RNA-Seq","GRCh37","SAMN02465850","SRX410254",150,"PAIRED",5025,"SRR1079612","SRS524672","GTEX-SNMC-1026-SM-4DM7K","Testis",1109293,678179
"2461","RNA-Seq","GRCh37","SAMN02465980","SRX410261",150,"PAIRED",5342,"SRR1079636","SRS524673","GTEX-V955-2526-SM-4JBJG","Nerve - Tibial",1109556,706577
"2462","RNA-Seq","GRCh37","SAMN02466080","SRX410281",300,"PAIRED",4513,"SRR1079660","SRS524674","GTEX-XUW1-0005-SM-4BOQ7","Whole Blood",1110059,847769
"2463","RNA-Seq","GRCh37","SAMN02465054","SRX410286",150,"PAIRED",5206,"SRR1079686","SRS524675","GTEX-U3ZN-0926-SM-4DXTU","Vagina",1109448,706565
"2464","RNA-Seq","GRCh37","SAMN02465544","SRX410293",150,"PAIRED",5045,"SRR1079706","SRS524676","GTEX-QCQG-1226-SM-48U23","Vagina",1108923,590966
"2465","RNA-Seq","GRCh37","SAMN02465588","SRX410312",150,"PAIRED",5005,"SRR1079730","SRS524677","GTEX-VJYA-0726-SM-4KL1T","Esophagus - Mucosa",1109561,706579
"2466","RNA-Seq","GRCh37","SAMN02464912","SRX410326",150,"PAIRED",6205,"SRR1079754","SRS524678","GTEX-XQ8I-1926-SM-4BOOK","Pancreas",1110028,847767
"2467","RNA-Seq","GRCh37","SAMN02466026","SRX410332",150,"PAIRED",5312,"SRR1079782","SRS524679","GTEX-VJYA-0126-SM-4KL1P","Spleen",1109557,706579
"2468","RNA-Seq","GRCh37","SAMN02465391","SRX410345",150,"PAIRED",5212,"SRR1079806","SRS524680","GTEX-WEY5-1026-SM-4LMK9","Esophagus - Muscularis",1109610,706583
"2469","RNA-Seq","GRCh37","SAMN02464922","SRX410364",150,"PAIRED",5855,"SRR1079830","SRS524681","GTEX-U4B1-1226-SM-4DXT7","Bladder",1109469,706567
"2470","RNA-Seq","GRCh37","SAMN02465686","SRX410374",150,"PAIRED",5092,"SRR1079850","SRS524682","GTEX-SNMC-1626-SM-4DM52","Nerve - Tibial",1109295,678179
"2471","RNA-Seq","GRCh37","SAMN02466020","SRX410390",150,"PAIRED",4038,"SRR1079874","SRS524683","GTEX-XUJ4-1526-SM-4BONU","Uterus",1110047,847768
"2472","RNA-Seq","GRCh37","SAMN02465819","SRX410396",400,"PAIRED",4226,"SRR1079900","SRS524684","GTEX-QV31-0626-SM-447C5","Stomach",1108994,590975
"2473","RNA-Seq","GRCh37","SAMN02464817","SRX410403",150,"PAIRED",5407,"SRR1079924","SRS524685","GTEX-RTLS-0008-SM-48FET","Cells - Transformed fibroblasts",1109095,678156
"2474","RNA-Seq","GRCh37","SAMN02464941","SRX410421",150,"PAIRED",7544,"SRR1079948","SRS524686","GTEX-WXYG-2226-SM-4E3IM","Breast - Mammary Tissue",1109675,720999
"2475","RNA-Seq","GRCh37","SAMN02465483","SRX410428",150,"PAIRED",7134,"SRR1079973","SRS524687","GTEX-XMK1-1826-SM-4B66F","Small Intestine - Terminal Ileum",1109923,847761
"2476","RNA-Seq","GRCh37","SAMN02465529","SRX410447",150,"PAIRED",5722,"SRR1079998","SRS524688","GTEX-V1D1-0326-SM-4JBIY","Artery - Aorta",1109533,706576
"2477","RNA-Seq","GRCh37","SAMN02465021","SRX410461",150,"PAIRED",5589,"SRR1080022","SRS524689","GTEX-U8T8-1126-SM-4DXUE","Testis",1109474,706568
"2478","RNA-Seq","GRCh37","SAMN02465411","SRX410467",150,"PAIRED",10820,"SRR1080044","SRS524690","GTEX-Q2AH-0826-SM-48TZN","Esophagus - Mucosa",1108891,590963
"2479","RNA-Seq","GRCh37","SAMN02465371","SRX410471",150,"PAIRED",6254,"SRR1080048","SRS524691","GTEX-QDVJ-0826-SM-48U1S","Esophagus - Muscularis",1108938,590967
"2480","RNA-Seq","GRCh37","SAMN02465820","SRX410490",150,"PAIRED",5284,"SRR1080072","SRS524692","GTEX-XMD3-0008-SM-4AT4V","Cells - Transformed fibroblasts",1109909,847760
"2481","RNA-Seq","GRCh37","SAMN02465462","SRX410491",150,"PAIRED",4697,"SRR1080093","SRS524693","GTEX-OHPK-1726-SM-48TC4","Nerve - Tibial",1108777,590930
"2482","RNA-Seq","GRCh37","SAMN02464952","SRX410503",150,"PAIRED",5097,"SRR1080117","SRS524694","GTEX-WFON-1726-SM-4LVMQ","Liver",1109656,706587
"2483","RNA-Seq","GRCh37","SAMN02465060","SRX410529",150,"PAIRED",5727,"SRR1080143","SRS524696","GTEX-SUCS-0726-SM-4DM7J","Esophagus - Mucosa",1109311,706548
"2484","RNA-Seq","GRCh37","SAMN02466032","SRX410519",150,"PAIRED",5682,"SRR1080148","SRS524695","GTEX-S4Z8-0626-SM-4AD6J","Artery - Aorta",1109231,678171
"2485","RNA-Seq","GRCh37","SAMN02465297","SRX410532",400,"PAIRED",5079,"SRR1080172","SRS524697","GTEX-QVJO-0011-R8A-SM-447C7","Brain - Hypothalamus",1109000,590977
"2486","RNA-Seq","GRCh37","SAMN02465671","SRX410553",150,"PAIRED",5332,"SRR1080196","SRS524698","GTEX-WH7G-0008-SM-4LVNM","Cells - Transformed fibroblasts",1109659,720986
"2487","RNA-Seq","GRCh37","SAMN02464765","SRX410560",150,"PAIRED",5335,"SRR1080222","SRS524699","GTEX-PWOO-1326-SM-48TCJ","Colon - Transverse",1108862,590960
"2488","RNA-Seq","GRCh37","SAMN02464917","SRX410577",400,"PAIRED",5079,"SRR1080246","SRS524700","GTEX-QV31-0526-SM-447C3","Esophagus - Muscularis",1108993,590975
"2489","RNA-Seq","GRCh37","SAMN02465890","SRX410584",150,"PAIRED",6231,"SRR1080270","SRS524701","GTEX-XUZC-1826-SM-4BRVO","Adipose - Subcutaneous",1110103,847771
"2490","RNA-Seq","GRCh37","SAMN02465440","SRX410602",150,"PAIRED",6005,"SRR1080294","SRS524702","GTEX-S32W-1926-SM-4AD63","Liver",1109164,678164
"2491","RNA-Seq","GRCh37","SAMN02464773","SRX410610",150,"PAIRED",5220,"SRR1080318","SRS524703","GTEX-S4Q7-1026-SM-4AD75","Prostate",1109216,678169
"2492","RNA-Seq","GRCh37","SAMN02466028","SRX410622",150,"PAIRED",4970,"SRR1080342","SRS524704","GTEX-S341-1026-SM-4AD71","Uterus",1109182,678166
"2493","RNA-Seq","GRCh37","SAMN02464930","SRX410634",150,"PAIRED",7820,"SRR1080366","SRS524705","GTEX-XPVG-0526-SM-4B65N","Kidney - Cortex",1109975,847765
"2494","RNA-Seq","GRCh37","SAMN02465050","SRX410652",150,"PAIRED",4517,"SRR1080391","SRS524706","GTEX-XV7Q-1126-SM-4BRVS","Esophagus - Mucosa",1110118,847772
"2495","RNA-Seq","GRCh37","SAMN02464753","SRX410653",302,"PAIRED",4370,"SRR1080415","SRS524707","GTEX-SE5C-0626-SM-4IHLJ","Heart - Left Ventricle",1109261,678175
"2496","RNA-Seq","GRCh37","SAMN02465502","SRX410671",150,"PAIRED",5202,"SRR1080438","SRS524708","GTEX-XLM4-2026-SM-4AT4X","Heart - Atrial Appendage",1109889,847758
"2497","RNA-Seq","GRCh37","SAMN02465253","SRX410678",150,"PAIRED",6880,"SRR1080459","SRS524709","GTEX-X8HC-0226-SM-4E3K1","Adipose - Subcutaneous",1109778,721016
"2498","RNA-Seq","GRCh37","SAMN02465641","SRX410691",150,"PAIRED",8294,"SRR1080484","SRS524710","GTEX-XOT4-0426-SM-4B66T","Artery - Tibial",1109933,847762
"2499","RNA-Seq","GRCh37","SAMN02466133","SRX410702",150,"PAIRED",8022,"SRR1080509","SRS524711","GTEX-OHPK-0008-SM-4E3JL","Cells - Transformed fibroblasts",1108776,590930
"2500","RNA-Seq","GRCh37","SAMN02465527","SRX410715",350,"PAIRED",4391,"SRR1080534","SRS524712","GTEX-XUW1-0326-SM-4BOOR","Vagina",1110063,847769
"2501","RNA-Seq","GRCh37","SAMN02465711","SRX410729",150,"PAIRED",5996,"SRR1080560","SRS524713","GTEX-U3ZN-0008-SM-4DXTL","Cells - Transformed fibroblasts",1109442,706565
"2502","RNA-Seq","GRCh37","SAMN02465004","SRX410744",150,"PAIRED",5283,"SRR1080580","SRS524714","GTEX-TMMY-1926-SM-4DXUU","Vagina",1109408,706560
"2503","RNA-Seq","GRCh37","SAMN02464776","SRX410750",150,"PAIRED",4370,"SRR1080600","SRS524715","GTEX-XXEK-0126-SM-4BRVU","Spleen",1110136,847773
"2504","RNA-Seq","GRCh37","SAMN02465447","SRX410768",150,"PAIRED",4628,"SRR1080624","SRS524716","GTEX-Q2AI-0426-SM-48U13","Pancreas",1108899,590964
"2505","RNA-Seq","GRCh37","SAMN02465715","SRX410778",150,"PAIRED",4480,"SRR1080648","SRS524717","GTEX-T2YK-1326-SM-4DM6S","Esophagus - Mucosa",1109327,706550
"2506","RNA-Seq","GRCh37","SAMN02466081","SRX410795",150,"PAIRED",4472,"SRR1080672","SRS524718","GTEX-R55G-1126-SM-48FDG","Stomach",1109061,590980
"2507","RNA-Seq","GRCh37","SAMN02465083","SRX410807",150,"PAIRED",6021,"SRR1080696","SRS524719","GTEX-UTHO-2726-SM-4JBH9","Prostate",1109530,706575
"2508","RNA-Seq","GRCh37","SAMN02464939","SRX410820",400,"PAIRED",5614,"SRR1080720","SRS524720","GTEX-RWS6-0008-SM-47JYV","Cells - Transformed fibroblasts",1109133,678162
"2509","RNA-Seq","GRCh37","SAMN02465594","SRX410825",150,"PAIRED",6176,"SRR1080742","SRS524721","GTEX-T5JC-0008-SM-4DM6A","Cells - Transformed fibroblasts",1109329,706551
"2510","RNA-Seq","GRCh37","SAMN02465310","SRX410837",150,"PAIRED",6136,"SRR1080766","SRS524722","GTEX-XUZC-2126-SM-4BRW8","Muscle - Skeletal",1110105,847771
"2511","RNA-Seq","GRCh37","SAMN02466036","SRX410846",150,"PAIRED",5176,"SRR1080790","SRS524723","GTEX-XGQ4-2626-SM-4AT6B","Minor Salivary Gland",1109866,847756
"2512","RNA-Seq","GRCh37","SAMN02466093","SRX410861",150,"PAIRED",6646,"SRR1080811","SRS524724","GTEX-Q2AH-1526-SM-48TZG","Testis",1108896,590963
"2513","RNA-Seq","GRCh37","SAMN02466006","SRX410870",150,"PAIRED",5426,"SRR1080835","SRS524725","GTEX-X4XX-0011-R8B-SM-46MWM","Brain - Hypothalamus",1109697,721011
"2514","RNA-Seq","GRCh37","SAMN02465150","SRX410888",150,"PAIRED",4947,"SRR1080859","SRS524726","GTEX-U3ZH-1526-SM-4DXV1","Testis",1109431,706563
"2515","RNA-Seq","GRCh37","SAMN02465974","SRX410897",150,"PAIRED",5226,"SRR1080879","SRS524727","GTEX-X4XY-1726-SM-46MVO","Esophagus - Mucosa",1109712,721012
"2516","RNA-Seq","GRCh37","SAMN02465596","SRX410911",150,"PAIRED",5687,"SRR1080903","SRS524728","GTEX-RTLS-1126-SM-46MUQ","Esophagus - Mucosa",1109097,678156
"2517","RNA-Seq","GRCh37","SAMN02465525","SRX410917",150,"PAIRED",5552,"SRR1080927","SRS524729","GTEX-X4XX-0011-R11A-SM-46MWQ","Brain - Cerebellar Hemisphere",1109691,721011
"2518","RNA-Seq","GRCh37","SAMN02465270","SRX410929",150,"PAIRED",4241,"SRR1080951","SRS524730","GTEX-XUJ4-2026-SM-4BOOW","Colon - Transverse",1110052,847768
"2519","RNA-Seq","GRCh37","SAMN02465254","SRX410942",150,"PAIRED",5601,"SRR1080977","SRS524731","GTEX-XBEC-1326-SM-4AT69","Heart - Left Ventricle",1109810,847754
"2520","RNA-Seq","GRCh37","SAMN02465406","SRX410952",150,"PAIRED",6205,"SRR1080998","SRS524732","GTEX-XMK1-0005-SM-4B665","Whole Blood",1109912,847761
"2521","RNA-Seq","GRCh37","SAMN02464758","SRX410964",150,"PAIRED",5160,"SRR1081023","SRS524733","GTEX-XGQ4-0926-SM-4AT4U","Breast - Mammary Tissue",1109854,847756
"2522","RNA-Seq","GRCh37","SAMN02465101","SRX410982",150,"PAIRED",4944,"SRR1081044","SRS524734","GTEX-POYW-1326-SM-48TCG","Esophagus - Mucosa",1108816,678141
"2523","RNA-Seq","GRCh37","SAMN02465039","SRX410993",150,"PAIRED",5623,"SRR1081068","SRS524735","GTEX-XXEK-1826-SM-4BRVC","Colon - Sigmoid",1110151,847773
"2524","RNA-Seq","GRCh37","SAMN02465330","SRX411004",150,"PAIRED",5784,"SRR1081092","SRS524736","GTEX-WFG7-1326-SM-4LMK1","Stomach",1109622,706584
"2525","RNA-Seq","GRCh37","SAMN02465894","SRX411019",150,"PAIRED",4878,"SRR1081116","SRS524737","GTEX-XBED-1526-SM-4AT5W","Colon - Transverse",1109826,721018
"2526","RNA-Seq","GRCh37","SAMN02464974","SRX411027",302,"PAIRED",6627,"SRR1081137","SRS524738","GTEX-UPJH-0926-SM-4IHKA","Artery - Aorta",1109519,706573
"2527","RNA-Seq","GRCh37","SAMN02465485","SRX411042",150,"PAIRED",5133,"SRR1081160","SRS524739","GTEX-R55G-0926-SM-48FDN","Esophagus - Muscularis",1109059,590980
"2528","RNA-Seq","GRCh37","SAMN02464926","SRX411051",150,"PAIRED",5748,"SRR1081184","SRS524740","GTEX-SJXC-1226-SM-4DM78","Liver",1109280,678178
"2529","RNA-Seq","GRCh37","SAMN02465274","SRX411061",150,"PAIRED",4134,"SRR1081209","SRS524741","GTEX-XUJ4-1726-SM-4BONW","Adipose - Visceral (Omentum)",1110049,847768
"2530","RNA-Seq","GRCh37","SAMN02465649","SRX411072",150,"PAIRED",5812,"SRR1081235","SRS524742","GTEX-S4Z8-1226-SM-4AD6W","Stomach",1109235,678171
"2531","RNA-Seq","GRCh37","SAMN02465222","SRX411093",150,"PAIRED",5854,"SRR1081259","SRS524743","GTEX-SNOS-0926-SM-4DM7A","Pancreas",1109302,706546
"2532","RNA-Seq","GRCh37","SAMN02465779","SRX411100",150,"PAIRED",7111,"SRR1081283","SRS524744","GTEX-QDVN-0726-SM-4B64L","Lung",1108949,590968
"2533","RNA-Seq","GRCh37","SAMN02464731","SRX411120",150,"PAIRED",5292,"SRR1081308","SRS524745","GTEX-P44H-0008-SM-48TDW","Cells - Transformed fibroblasts",1108797,678140
"2534","RNA-Seq","GRCh37","SAMN02465383","SRX411133",150,"PAIRED",4744,"SRR1081332","SRS524746","GTEX-PWCY-1026-SM-48TD4","Colon - Transverse",1108841,590957
"2535","RNA-Seq","GRCh37","SAMN02465235","SRX411135",150,"PAIRED",4152,"SRR1081357","SRS524747","GTEX-T5JC-0726-SM-4DM55","Testis",1109331,706551
"2536","RNA-Seq","GRCh37","SAMN02465866","SRX411151",150,"PAIRED",4388,"SRR1081381","SRS524748","GTEX-U3ZN-1826-SM-4DXUY","Esophagus - Muscularis",1109454,706565
"2537","RNA-Seq","GRCh37","SAMN02466136","SRX411157",150,"PAIRED",5173,"SRR1081401","SRS524749","GTEX-R55D-0126-SM-48FEL","Testis",1109036,678151
"2538","RNA-Seq","GRCh37","SAMN02465167","SRX411174",150,"PAIRED",4342,"SRR1081425","SRS524750","GTEX-XUZC-1726-SM-4BRWS","Skin - Sun Exposed (Lower leg)",1110102,847771
"2539","RNA-Seq","GRCh37","SAMN02465490","SRX411182",150,"PAIRED",6480,"SRR1081449","SRS524751","GTEX-S4Z8-2126-SM-4AD5H","Testis",1109236,678171
"2540","RNA-Seq","GRCh37","SAMN02466100","SRX411197",150,"PAIRED",5186,"SRR1081473","SRS524752","GTEX-U3ZN-0426-SM-4DXSH","Artery - Coronary",1109444,706565
"2541","RNA-Seq","GRCh37","SAMN02465926","SRX411206",150,"PAIRED",4752,"SRR1081493","SRS524753","GTEX-WFG7-1526-SM-4LVMG","Colon - Transverse",1109623,706584
